latitude,longitude,pointValue
38.019733,-122.136353,88.6
37.307041,-120.475891,99.9
37.666859,-122.097786,57.1
37.867603,-122.299995,85.0
37.840679,-122.29068,82.6
38.243465,-122.039543,98.8
38.58403,-121.49955,99.7
37.530312,-120.798798,99.7
37.956668,-121.278989,98.9
37.946011,-121.284271,98.9
38.018085,-121.815132,94.6
37.66814,-120.911598,99.7
38.544113,-121.737068,99.7
38.13354,-121.271594,98.9
37.794647,-122.270744,84.4
37.751881,-122.19774,58.4
37.33107,-121.901207,88.3
37.82307,-122.31121,83.3
37.80946,-122.31917,83.3
37.80172,-122.30774,76.4
37.74179,-122.18292,54.2
38.58101,-121.5164,99.7
37.92024,-122.38609,81.3
37.63673,-120.91469,99.7
37.94741,-121.26065,98.9
37.85572,-121.27013,98.9
37.80818,-122.30743,76.4
38.69875,-121.75897,99.7
37.7459,-122.18777,60.5
37.63407,-120.91138,99.7
38.69195,-121.77762,99.7
37.72984,-121.12066,98.9
38.08353,-122.24626,88.6
37.79528,-122.30456,76.4
37.80135,-122.3075,76.4
37.91135,-122.36675,81.3
37.94536,-121.32204,98.9
37.904,-121.27242,98.9
37.77955,-122.23558,76.4
37.95074,-122.41675,85.0
37.92124,-122.36599,77.5
38.01689,-121.81385,94.9
37.62773,-120.92027,99.7
37.63129,-120.93765,99.7
38.57378,-121.57764,99.7
37.94527,-121.32338,98.9
37.94513,-121.3257,98.9
37.94527,-121.32338,98.9
37.96045,-121.26393,98.9
37.97396,-121.26728,98.9
37.97067,-121.237,98.9
37.97217,-121.23948,98.9
37.93971,-121.231,98.9
37.29383,-120.37901,99.9
37.33687,-121.90577,88.3
37.80818,-122.30743,76.4
37.95477,-122.35952,60.5
37.558197,-122.006378,64.2
37.37851,-121.946411,84.4
36.679363,-121.656189,99.7
37.936085,-122.35305,68.2
37.31019,-121.86129,86.9
37.49733,-121.95111,67.5
38.236,-122.0469,98.8
37.97193,-122.35534,51.5
